frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
129,82,63,87,75,74,63,101,82,0.787853,3.64005,79,69,86,70,0.839982,4.94975,36.5978,0.220095,0.197228,0,0.5,1,124.388,103.998,124.005,102.043,124.081,102.428,1.99197,55.65,1
130,84,65,86,75,73,62,105,85,0.722689,2.5,79,70,86,70,0.833824,5.59017,27.6758,0,0.197228,0,0.5,1,125.912,104.517,124.405,102.716,124.703,103.071,2.34835,55.65,1
131,84,64,87,76,74,61,105,85,0.74084,1.80278,79,70,86,70,0.814421,6.26498,34.2775,0.174305,0.197228,0,0.5,1,125.976,104.036,125.046,103.382,125.23,103.511,1.13637,55.65,1
132,84,64,86,73,75,61,105,85,0.703417,3.04138,80,68,86,70,0.852108,4.71699,26.4512,0,0.197228,0,0.5,1,127.114,103.744,125.585,103.83,125.886,103.813,1.53139,55.65,1
133,84,65,87,71,74,60,107,87,0.663551,3,81,67,86,70,0.885162,3.80789,42.0913,0.40001,0.197228,0,0.5,1,127.044,103.048,126.261,104.131,126.416,103.918,1.33598,55.65,1
134,82,64,91,71,73,59,109,89,0.666014,4,82,67,84,69,0.872727,4.03113,38.0085,0.295589,0.197228,0,0.5,1,127.866,103.496,126.8,104.222,127.011,104.079,1.28997,55.65,1
135,86,65,85,67,72,57,111,91,0.563806,4.12311,82,66,84,69,0.850105,4.92443,41.4556,0.383752,0.197228,0,0.5,1,127.596,102.273,127.409,104.374,127.446,103.959,2.10902,55.65,1
136,86,65,86,67,75,57,107,87,0.618971,2.06155,83,66,84,69,0.860592,4.47214,22.1596,0,0.197228,0,0.5,1,128.839,100.29,127.846,104.228,128.042,103.451,4.06062,55.65,1
137,87,64,85,69,74,57,109,89,0.604577,3.16228,82,66,86,70,0.840353,5.14782,27.9291,0.132968,0.197228,0,0.5,1,128.78,101.236,128.455,103.67,128.519,103.19,2.45488,55.65,1
138,85,63,89,70,76,56,107,87,0.669245,1.5,84,65,84,69,0.884362,3.80789,27.8482,0.131102,0.197228,0,0.5,1,129.414,99.9095,128.937,103.377,129.031,102.693,3.50063,55.65,1
139,85,61,90,69,79,59,101,82,0.749819,4.52769,85,64,84,69,0.857939,4.24264,24.1777,0.0465103,0.197228,0,0.5,1,129.855,100.068,129.454,102.837,129.533,102.291,2.79832,55.65,1
140,87,60,88,69,78,54,105,85,0.680336,2.06155,84,62,86,70,0.851478,4.71699,42.4248,0.467038,0.197228,0,0.5,1,130.601,97.0936,129.962,102.4,130.088,101.353,5.34444,55.65,1
141,90,61,85,66,75,53,111,91,0.555391,4.92443,85,61,86,70,0.850732,4.92443,26.4185,0.0981532,0.197228,0,0.5,1,131.077,98.095,130.524,101.395,130.633,100.744,3.34553,55.65,1
142,90,58,83,69,78,53,105,85,0.641681,3.16228,85,60,86,70,0.858703,4.30116,20.0984,0,0.197228,0,0.5,1,130.552,95.7977,131.077,100.743,130.973,99.768,4.97342,55.65,1
143,88,59,89,68,83,57,99,80,0.764141,4,87,60,84,69,0.884524,3.80789,38.7996,0.411448,0.197228,0,0.5,1,132.273,97.654,131.41,99.7049,131.58,99.3004,2.22518,55.65,1
144,91,57,84,71,80,52,105,85,0.668235,2.06155,88,58,84,69,0.905688,3,55.8894,0.97424,0.197228,0,0.5,1,132.201,94.4736,132.028,99.2114,132.062,98.277,4.74093,55.65,1
145,90,57,88,70,78,51,109,89,0.634986,3.80789,89,60,83,67,0.882287,3.80789,32.8576,0.356492,0.197228,0,0.5,1,133.061,95.6969,132.512,98.1279,132.621,97.6484,2.4922,55.65,1
146,90,56,87,66,80,50,107,87,0.616822,4.5,89,58,84,69,0.853196,4.30116,34.2994,0.396777,0.197228,0,0.5,1,133.146,93.7787,133.077,97.4686,133.091,96.7408,3.6905,55.65,1
147,92,58,87,65,79,50,109,89,0.58293,4.47214,88,57,86,70,0.840032,4.74342,40.2533,0.563128,0.197228,0,0.5,1,133.731,93.8913,133.549,96.5142,133.585,95.9969,2.62917,55.65,1
148,92,55,87,65,79,48,111,91,0.559846,6.08276,89,57,84,69,0.803875,6.0208,28.4522,0.233406,0.197228,0,0.5,1,134.215,93.5074,134.045,95.737,134.078,95.2973,2.23614,55.65,1
149,96,55,81,66,78,47,114,92,0.509725,5.22015,91,57,83,67,0.843956,4.71699,32.5472,0.34782,0.197228,0,0.5,1,135.189,93.1152,134.541,95.0092,134.668,94.6356,2.00179,55.65,1
150,94,56,86,63,80,47,111,91,0.536383,5.22015,90,57,84,69,0.793092,6.40312,24.885,0.133738,0.197228,0,0.5,1,135.427,92.3007,135.139,94.3235,135.196,93.9246,2.04316,55.65,1
151,97,56,83,67,85,52,103,84,0.642742,4.92443,92,57,83,67,0.861734,5.09902,29.6072,0.265677,0.197228,0,0.5,1,136.094,94.2145,135.67,93.5868,135.754,93.7106,0.757734,55.65,1
152,96,56,84,66,83,49,107,87,0.595553,3.80789,92,57,84,69,0.846906,4.71699,37.303,0.480696,0.197228,0,0.5,1,136.434,92.8661,136.233,93.3808,136.273,93.2793,0.552509,55.65,1
153,97,58,85,62,86,51,105,85,0.590476,4.60977,94,58,83,67,0.844831,4.71699,38.7155,0.520162,0.197228,0,0.5,1,138.374,93.6822,136.755,92.943,137.074,93.0888,1.77975,55.65,1
154,95,57,90,64,88,51,103,84,0.665742,4.03113,96,59,81,66,0.825444,4.60977,31.7366,0.325172,0.197228,0,0.5,1,139.208,93.1514,137.577,92.7618,137.898,92.8387,1.6776,55.65,1
155,101,59,82,64,90,54,99,80,0.662626,3.90512,96,61,83,67,0.809643,5.70088,38.8153,0.52295,0.197228,0,0.5,1,139.416,93.8231,138.422,92.5167,138.618,92.7743,1.64192,55.65,1
156,100,57,82,68,87,53,105,85,0.624762,4.74342,97,61,81,66,0.841821,4.60977,38.8796,0.524746,0.197228,0,0.5,1,139.878,95.4376,139.154,92.4689,139.297,93.0544,3.05583,55.65,1
157,100,57,85,72,91,58,99,80,0.753904,5.38516,98,63,81,66,0.833973,5,31.5461,0.319848,0.197228,0,0.5,1,140.394,98.2867,139.842,92.7866,139.951,93.8713,5.52781,55.65,1
158,100,60,87,68,93,59,97,79,0.772021,4.92443,98,63,81,66,0.838094,5.38516,36.2951,0.452536,0.197228,0,0.5,1,141.654,98.3243,140.503,93.6732,140.73,94.5905,4.79161,55.65,1
159,101,60,86,66,90,56,103,84,0.656033,5.59017,99,64,81,66,0.799804,6.0208,36.3819,0.454961,0.197228,0,0.5,1,141.338,97.558,141.296,94.4513,141.305,95.064,3.10701,55.65,1
160,103,60,82,64,87,54,109,89,0.540975,6.96419,99,64,81,66,0.773351,6.72681,31.7712,0.326139,0.197228,0,0.5,1,141.636,98.2601,141.872,94.9642,141.825,95.6142,3.3043,55.65,1
161,106,59,79,68,88,54,107,87,0.577076,6.0208,99,64,81,66,0.769815,7.2111,38.9805,0.527565,0.197228,0,0.5,1,141.664,97.5895,142.39,95.5561,142.247,95.9572,2.15889,55.65,1
162,104,59,82,65,90,55,105,85,0.597199,6.5,100,63,81,66,0.785583,6.36396,22.984,0.0806225,0.197228,0,0.5,1,142.765,97.258,142.801,95.9249,142.794,96.1878,1.33367,55.65,1
163,106,62,79,64,91,56,105,85,0.566499,4.92443,102,65,80,65,0.824911,4.94975,31.3634,0.314744,0.197228,0,0.5,1,143.619,98.7906,143.349,96.1724,143.402,96.6888,2.63219,55.65,1
164,106,63,82,62,93,56,103,84,0.58761,4.71699,103,64,80,65,0.840702,4.71699,35.8287,0.439504,0.197228,0,0.5,1,144.757,97.6924,143.96,96.7065,144.117,96.901,1.26755,55.65,1
165,110,63,76,61,94,57,101,82,0.559768,5.70088,102,64,83,67,0.789889,6.0208,25.9342,0.163052,0.197228,0,0.5,1,144.377,97.6456,144.685,96.9312,144.624,97.0721,0.778174,55.65,1
166,109,61,78,63,96,57,99,80,0.620455,5.14782,101,62,86,70,0.793047,6.0208,36.906,0.469603,0.197228,0,0.5,1,144.981,97.6011,145.189,97.1114,145.148,97.208,0.531727,55.65,1
167,108,63,80,66,97,58,99,80,0.666667,2.5,103,64,83,67,0.878531,3.80789,40.2705,0.563608,0.197228,0,0.5,1,146.902,98.1535,145.709,97.2535,145.945,97.431,1.49446,55.65,1
168,112,65,74,61,100,63,93,76,0.638653,6.04152,104,66,80,65,0.80089,5.83095,39.7221,0.548286,0.197228,0,0.5,1,147.074,101.314,146.521,97.4879,146.63,98.2425,3.86611,55.65,1
169,109,65,81,65,98,60,97,79,0.687068,3.60555,106,67,78,63,0.866337,4.60977,37.4743,0.485483,0.197228,0,0.5,1,146.884,99.5837,147.214,98.3479,147.149,98.5917,1.2791,55.65,1
170,110,65,78,62,97,59,99,80,0.610606,3.90512,106,67,78,63,0.836158,4.71699,30.9006,0.301812,0.197228,0,0.5,1,146.846,99.4614,147.728,98.7127,147.554,98.8604,1.15687,55.65,1
171,111,64,78,62,98,60,99,80,0.610606,5.59017,106,67,78,63,0.791292,6.10328,35.2092,0.422195,0.197228,0,0.5,1,147.279,99.7308,148.123,98.9909,147.956,99.1368,1.1224,55.65,1
172,114,65,73,61,101,61,97,79,0.581104,5.09902,109,68,75,61,0.81723,5,32.2796,0.282497,0.197228,0,0.5,1,149.112,99.9126,148.514,99.2767,148.632,99.4021,0.87311,55.65,1
173,112,65,78,61,101,61,95,77,0.650444,4.71699,108,69,78,63,0.773377,6.40312,32.0998,0.277032,0.197228,0,0.5,1,148.658,99.8487,149.197,99.5501,149.091,99.609,0.61621,55.65,1
174,113,67,77,63,100,60,101,82,0.585728,2.69258,109,68,78,63,0.886228,3.64005,27.9923,0.289724,0.197228,0,0.5,1,150.284,101.191,149.649,99.7607,149.774,100.043,1.56514,55.65,1
175,113,68,76,61,100,61,99,80,0.585354,2.91548,109,68,78,63,0.896346,3.16228,38.2118,0.880909,0.197228,0,0.5,1,149.432,100.89,150.34,100.213,150.161,100.346,1.13289,55.65,1
176,113,63,77,67,100,60,103,84,0.596278,5.5,109,67,78,63,0.861578,4.03113,32.6602,0.559755,0.197228,0,0.5,1,151.098,101.386,150.716,100.525,150.791,100.695,0.941523,55.65,1
177,115,61,76,66,99,58,105,85,0.562017,6.67083,107,63,83,67,0.830881,5.14782,30.3111,0.423865,0.197228,0,0.5,1,151.165,100.405,151.351,100.884,151.314,100.789,0.51421,55.65,1
178,116,61,75,64,103,60,99,80,0.606061,7.07107,109,64,81,66,0.801491,5.65685,34.3099,0.655186,0.197228,0,0.5,1,152.832,100.384,151.872,100.973,152.061,100.857,1.126,55.65,1
179,115,63,81,60,106,60,95,77,0.664388,5.85235,111,64,80,65,0.804161,5.70088,33.8562,0.628943,0.197228,0,0.5,1,153.632,99.0076,152.631,101.032,152.828,100.633,2.25884,55.65,1
180,117,62,77,62,107,62,93,76,0.675439,7.28011,112,64,78,63,0.82517,5.14782,27.9284,0.28603,0.197228,0,0.5,1,153.695,99.5609,153.41,100.783,153.467,100.542,1.25515,55.65,1
181,118,61,77,62,108,61,93,76,0.675439,7.28011,113,65,76,62,0.767139,6.80074,39.8875,0.977842,0.197228,0,0.5,1,154.514,99.1335,154.052,100.677,154.143,100.372,1.61098,55.65,1
182,117,62,79,62,110,61,91,74,0.727354,5.09902,114,64,76,62,0.837476,4.92443,36.2583,0.767897,0.197228,0,0.5,1,155.53,98.5156,154.735,100.488,154.892,100.099,2.12635,55.65,1
183,118,62,78,62,108,58,95,77,0.661107,3.80789,114,63,76,62,0.851823,5.09902,29.837,0.39644,0.197228,0,0.5,1,155.072,96.8642,155.494,100.189,155.411,99.5331,3.35124,55.65,1
184,119,62,79,64,109,60,95,77,0.691183,4.92443,116,65,75,61,0.838328,5.22015,41.4804,0.999999,0.197228,0,0.5,1,156.263,98.3771,156.007,99.5811,156.057,99.3436,1.23092,55.65,1
185,122,63,73,62,110,61,93,76,0.640351,5.38516,119,66,73,60,0.86474,3.60555,20.8934,0,0.197228,0,0.5,1,156.344,98.8775,156.657,99.3764,156.595,99.278,0.58913,55.65,1
186,122,62,74,59,111,61,93,76,0.617714,7.64853,118,66,73,60,0.766512,6.36396,18.4282,0,0.197228,0,0.5,1,157.192,98.417,157.191,99.3044,157.191,99.1294,0.887444,55.65,1
187,124,63,72,58,112,60,93,76,0.590832,6.18466,117,65,76,62,0.769108,6.40312,17.5647,0,0.197228,0,0.5,1,158.482,97.7443,157.787,99.1446,157.924,98.8684,1.56359,55.65,1
188,124,62,73,57,113,60,93,76,0.58871,7.56637,119,64,75,61,0.787966,5.65685,18.6929,0.0471762,0.197228,0,0.5,1,159.516,97.6334,158.528,98.8659,158.723,98.6228,1.5795,55.65,1
189,125,62,75,58,113,60,93,76,0.61545,7.61577,121,64,75,61,0.803395,5.31507,18.5671,0.0419142,0.197228,0,0.5,1,159.966,97.9829,159.34,98.6046,159.464,98.482,0.882416,55.65,1
190,125,61,74,58,114,59,93,76,0.607244,7.15891,121,64,75,61,0.786981,5.70088,13.7071,0,0.197228,0,0.5,1,160.33,96.5182,160.089,98.4559,160.136,98.0738,1.95278,55.65,1
191,128,60,72,58,115,58,93,76,0.590832,7.43303,121,64,75,61,0.722977,7.77817,13.8407,0.00481011,0.197228,0,0.5,1,161.451,95.4223,160.764,98.0232,160.9,97.5102,2.68993,55.65,1
192,126,61,76,58,116,59,93,76,0.623656,7.15891,123,64,73,60,0.779668,6.0208,15.4687,0.0634256,0.197228,0,0.5,1,162.164,96.5354,161.536,97.4266,161.66,97.2509,1.08996,55.65,1
193,126,59,77,58,117,57,93,76,0.631862,7.07107,125,63,73,60,0.784187,5.83095,13.9747,0.00963269,0.197228,0,0.5,1,163.211,94.9924,162.305,97.156,162.484,96.7293,2.34587,55.65,1
194,126,61,75,57,117,59,91,74,0.634838,6.57647,126,63,72,59,0.86785,3.3541,15.3102,0.0577201,0.197228,0,0.5,1,162.856,96.0355,163.14,96.607,163.084,96.4943,0.638129,55.65,1
195,129,63,73,54,117,58,93,76,0.557725,6.32456,125,62,72,59,0.812749,4.74342,14.7742,0.0384184,0.197228,0,0.5,1,163.468,95.9772,163.736,96.3648,163.683,96.2884,0.471599,55.65,1
196,127,60,77,59,118,58,93,76,0.642756,6.57647,126,62,72,59,0.853078,4.03113,18.3088,0.165685,0.197228,0,0.5,1,164.649,95.7783,164.333,96.154,164.395,96.0799,0.491046,55.65,1
197,127,58,77,65,118,58,93,76,0.708121,5.59017,125,62,72,59,0.806168,4.60977,23.4016,0.349055,0.197228,0,0.5,1,164.668,96.1468,165.048,95.9407,164.973,95.9813,0.432685,55.65,1
198,130,62,74,57,119,58,93,76,0.596774,5.70088,127,64,71,57,0.826519,4.92443,22.3704,0.311926,0.197228,0,0.5,1,165.958,95.9875,165.621,95.8448,165.688,95.8729,0.365412,55.65,1
199,131,62,73,56,121,58,91,74,0.607069,5.09902,129,63,71,57,0.874424,3.3541,26.6639,0.466517,0.197228,0,0.5,1,166.18,95.5845,166.34,95.7382,166.309,95.7079,0.221832,55.65,1
200,135,63,67,56,122,59,90,73,0.571081,4.74342,130,65,71,57,0.841558,3.90512,22.3796,0.312259,0.197228,0,0.5,1,167.259,95.4411,166.959,95.5712,167.018,95.5455,0.326809,55.65,1
201,134,61,70,58,123,58,90,73,0.61796,4.60977,131,63,71,57,0.885787,2.91548,19.9836,0.225989,0.197228,0,0.5,1,168.12,94.6193,167.673,95.4072,167.761,95.2518,0.906054,55.65,1
202,133,64,72,57,124,61,88,71,0.65685,4.12311,130,67,71,57,0.819826,4.60977,17.7807,0.146671,0.197228,0,0.5,1,168.293,96.2219,168.421,95.1034,168.396,95.324,1.1258,55.65,1
203,137,64,67,55,126,60,86,70,0.612126,3.80789,132,66,71,57,0.826169,4.24264,18.8451,0.184997,0.197228,0,0.5,1,169.363,95.4146,169.054,95.1899,169.115,95.2342,0.381803,55.65,1
204,136,64,72,57,128,61,86,70,0.681728,3.64005,134,67,69,56,0.831724,4.30116,23.3649,0.347735,0.197228,0,0.5,1,170.76,95.7645,169.777,95.1029,169.971,95.2334,1.18424,55.65,1
205,137,65,71,54,129,60,86,70,0.636877,3.04138,134,66,69,56,0.832857,4.47214,19.4854,0.208052,0.197228,0,0.5,1,171.82,95.3669,170.646,95.1104,170.877,95.161,1.20138,55.65,1
206,140,66,68,52,129,62,86,70,0.587375,5.38516,136,68,68,55,0.785083,5.31507,21.4918,0.280294,0.197228,0,0.5,1,172.489,96.5219,171.567,95.0413,171.749,95.3334,1.74438,55.65,1
207,139,66,70,54,131,62,84,69,0.652174,3.64005,137,68,68,55,0.83953,3.90512,17.7313,0.144892,0.197228,0,0.5,1,173.073,96.3606,172.45,95.2324,172.573,95.4549,1.28872,55.65,1
208,138,66,74,55,131,62,84,69,0.702208,3.60555,138,67,68,55,0.887385,3.16228,21.279,0.272631,0.197228,0,0.5,1,173.583,96.4642,173.282,95.3683,173.342,95.5844,1.13635,55.65,1
209,141,67,70,54,132,63,84,69,0.652174,4.03113,139,68,68,55,0.869717,3.3541,18.911,0.187368,0.197228,0,0.5,1,174.412,97.017,174.055,95.5117,174.125,95.8086,1.54725,55.65,1
210,139,64,72,56,133,63,84,69,0.695652,5.5,138,68,68,55,0.8125,4.60977,19.7231,0.216608,0.197228,0,0.5,1,175.19,97.2595,174.843,95.7549,174.911,96.0517,1.54403,55.65,1
211,143,66,67,56,134,62,84,69,0.647343,2.54951,141,68,67,54,0.909326,2.23607,21.4835,0.279995,0.197228,0,0.5,1,175.921,96.1693,175.633,96.0171,175.69,96.0471,0.325465,55.65,1
212,143,65,69,57,134,63,84,69,0.678571,4.272,141,69,67,54,0.839016,3.90512,20.9681,0.261435,0.197228,0,0.5,1,176.329,97.26,176.415,96.0144,176.398,96.2601,1.24854,55.65,1
213,145,67,67,55,136,63,83,67,0.662651,2.23607,143,69,67,54,0.89295,2.5,20.763,0.25405,0.197228,0,0.5,1,177.411,96.9217,177.123,96.2432,177.18,96.377,0.737173,55.65,1
214,146,65,68,55,137,63,83,67,0.672541,4.272,143,69,67,54,0.797264,4.94975,28.0473,0.999999,0.197228,0,0.5,1,178.825,96.6512,177.908,96.3687,178.089,96.4244,0.95974,55.65,1
215,148,67,67,56,138,63,83,67,0.674699,2.5,144,69,67,54,0.857359,4.12311,28.6432,0.999999,0.197228,0,0.5,1,179.463,96.9261,178.829,96.4197,178.954,96.5196,0.812054,55.65,1
216,149,66,66,53,139,63,83,67,0.629024,4.272,145,69,67,54,0.794251,4.94975,35.6194,1,0.197228,0,0.5,1,180.678,96.4761,179.702,96.5213,179.894,96.5124,0.977945,55.65,1
217,149,66,67,53,140,63,83,67,0.638554,4.12311,146,69,67,54,0.806248,4.60977,37.935,1,0.197228,0,0.5,1,181.146,97.0389,180.654,96.5135,180.751,96.6171,0.719693,55.65,1
218,151,67,66,55,141,64,83,67,0.65276,3.3541,147,68,67,54,0.884555,3.53553,38.3251,1,0.197228,0,0.5,1,182.433,97.1305,181.518,96.6249,181.699,96.7246,1.04585,55.65,1
219,151,66,67,52,142,63,83,67,0.626506,4.60977,148,68,67,54,0.820092,4.24264,37.006,0.946417,0.197228,0,0.5,1,182.944,96.8076,182.477,96.7388,182.569,96.7524,0.472839,55.65,1
220,150,67,70,56,142,63,83,67,0.704909,2.12132,148,69,67,54,0.8714,3.64005,35.2421,0.874085,0.197228,0,0.5,1,183.677,96.9833,183.353,96.7675,183.417,96.81,0.389808,55.65,1
221,154,67,63,55,143,63,83,67,0.623089,2.23607,149,67,67,54,0.896386,3.04138,38.0145,0.987243,0.197228,0,0.5,1,184.434,96.57,184.205,96.8278,184.25,96.777,0.345047,55.65,1
222,152,67,70,55,144,63,83,67,0.692322,2.5,150,68,65,53,0.844034,4.5,42.5518,1,0.197228,0,0.5,1,185.2,96.711,185.041,96.7915,185.072,96.7756,0.178009,55.65,1
223,154,68,67,54,146,64,81,66,0.676768,2.23607,152,68,64,52,0.866201,3.64005,42.6861,1,0.197228,0,0.5,1,186.332,96.6574,185.865,96.7891,185.957,96.7632,0.485263,55.65,1
224,154,68,68,51,147,64,81,66,0.648709,3.53553,154,69,63,51,0.892099,2.69258,51.4559,1,0.197228,0,0.5,1,187.12,96.9196,186.756,96.775,186.828,96.8035,0.391807,55.65,1
225,156,68,67,55,147,63,81,66,0.6893,2.06155,154,69,64,52,0.850884,3.53553,56.785,1,0.197228,0,0.5,1,187.867,96.4333,187.632,96.8172,187.678,96.7415,0.4502,55.65,1
226,155,66,70,54,148,63,81,66,0.707071,3.3541,155,68,65,53,0.879064,2.91548,46.9641,0.748527,0.197228,0,0.5,1,188.863,96.3027,188.485,96.7503,188.559,96.662,0.586084,55.65,1
227,158,66,66,54,149,63,81,66,0.666667,3.3541,155,67,64,52,0.852688,4,58.3467,1,0.197228,0,0.5,1,189.51,96.1254,189.371,96.6652,189.398,96.5587,0.557575,55.65,1
228,159,66,65,53,150,63,81,66,0.644407,3.64005,157,68,63,51,0.877079,3.16228,48.2235,0.750754,0.197228,0,0.5,1,190.202,96.167,190.211,96.555,190.209,96.4785,0.38811,55.65,1
229,157,67,70,51,151,63,81,66,0.667789,3.53553,158,69,63,51,0.835227,3.20156,60.1002,1,0.197228,0,0.5,1,191.204,95.909,191.022,96.4699,191.058,96.3592,0.589516,55.65,1
230,159,66,68,54,152,63,81,66,0.686869,3.04138,159,68,63,51,0.875,2.54951,51.131,0.788307,0.197228,0,0.5,1,192.481,96.0757,191.873,96.3435,191.993,96.2907,0.664352,55.65,1
231,160,66,68,52,153,64,81,66,0.661429,5.02494,159,69,64,52,0.817315,4.24264,36.1093,0.433763,0.197228,0,0.5,1,193.525,96.8433,192.816,96.2716,192.956,96.3843,0.910952,55.65,1
232,161,68,67,49,153,64,81,66,0.614104,4.60977,159,69,64,52,0.818707,4.30116,34.3584,0.392436,0.197228,0,0.5,1,193.423,96.8094,193.788,96.3725,193.716,96.4587,0.569532,55.65,1
233,163,67,66,53,154,64,81,66,0.654321,3.80789,160,69,64,52,0.837416,4.272,51.2831,0.791896,0.197228,0,0.5,1,194.332,97.17,194.543,96.4523,194.502,96.5939,0.748134,55.65,1
234,161,66,69,52,153,64,83,67,0.645208,5.59017,161,68,64,52,0.861141,3.20156,45.4951,0.655286,0.197228,0,0.5,1,194.762,97.1362,195.326,96.5966,195.215,96.703,0.780588,55.65,1
235,163,68,67,50,155,64,81,66,0.626637,4.12311,161,69,64,52,0.834615,4.03113,42.3451,0.58094,0.197228,0,0.5,1,195.416,97.3028,196.032,96.7126,195.911,96.829,0.853108,55.65,1
236,164,67,66,52,156,65,80,65,0.66,4.60977,162,69,64,52,0.846995,3.60555,51.6789,0.801239,0.197228,0,0.5,1,196.003,97.3581,196.721,96.8461,196.579,96.9471,0.881147,55.65,1
237,164,68,67,51,157,65,80,65,0.657115,4.03113,162,70,64,52,0.819531,4.30116,46.6647,0.67381,0.197228,0,0.5,1,196.456,97.3194,197.38,96.9706,197.198,97.0394,0.987136,55.65,1
238,164,66,69,52,159,65,78,63,0.730159,4.52769,163,69,64,52,0.806216,4.60977,44.1143,0.611891,0.197228,0,0.5,1,197.597,96.9453,197.987,97.0674,197.91,97.0433,0.408219,55.65,1
239,165,66,68,53,160,66,76,62,0.764856,4.60977,164,69,64,52,0.832893,3.90512,36.2325,0.408882,0.197228,0,0.5,1,197.83,96.7525,198.694,97.0698,198.523,97.0072,0.919842,55.65,1
240,166,67,68,52,160,66,76,62,0.750424,4.47214,165,68,64,52,0.880033,3.16228,46.7727,0.661198,0.197228,0,0.5,1,198.436,96.5909,199.296,97.0296,199.127,96.9431,0.966196,55.65,1
241,166,68,68,50,160,66,78,63,0.691901,4.60977,165,69,64,52,0.847844,3.60555,59.2026,0.977182,0.197228,0,0.5,1,198.746,97.281,199.889,96.9599,199.663,97.0233,1.18656,55.65,1
242,168,66,67,52,162,66,76,62,0.739389,5.22015,166,69,64,52,0.804981,4.60977,48.2535,0.698843,0.197228,0,0.5,1,199.882,96.8224,200.411,97.0442,200.307,97.0004,0.573805,55.65,1
243,167,68,70,50,162,65,76,62,0.742784,3.60555,167,69,64,52,0.849404,3.60555,50.6552,0.705329,0.197228,0,0.5,1,200.144,96.4814,201.048,97.0185,200.869,96.9126,1.05145,55.65,1
244,170,66,65,52,162,66,78,63,0.687831,5.70088,168,69,64,52,0.827793,3.90512,48.4152,0.628541,0.197228,0,0.5,1,200.978,97.2416,201.599,96.9239,201.477,96.9866,0.696971,55.65,1
245,170,67,68,52,163,65,78,63,0.719577,4.03113,169,68,64,52,0.880033,3.16228,51.3848,0.661431,0.197228,0,0.5,1,201.614,96.305,202.198,97.0019,202.083,96.8645,0.909497,55.65,1
246,172,69,64,50,164,66,76,62,0.679117,3.60555,169,69,64,52,0.876941,3.16228,27.5771,0,0.197228,0,0.5,1,202.617,97.5355,202.797,96.871,202.761,97.002,0.688651,55.65,1
247,170,66,68,52,165,66,76,62,0.750424,5.09902,169,69,64,52,0.817315,4.24264,53.7286,0.80409,0.197228,0,0.5,1,203.239,96.6661,203.473,97.017,203.427,96.9478,0.421836,55.65,1
248,172,66,66,52,164,66,78,63,0.698413,5.85235,170,69,64,52,0.816228,4.24264,41.1882,0.418505,0.197228,0,0.5,1,203.212,97.212,204.136,96.9582,203.954,97.0083,0.958221,55.65,1
249,174,66,64,51,166,65,78,63,0.664225,5.09902,171,70,64,52,0.769664,5.40833,40.1646,0.387031,0.197228,0,0.5,1,205.022,97.0775,204.651,97.022,204.724,97.0329,0.375199,55.65,1
250,173,68,67,50,167,66,76,62,0.710951,4.272,172,69,64,52,0.859649,3.20156,55.3285,0.853283,0.197228,0,0.5,1,205.432,96.8167,205.426,97.0473,205.427,97.0018,0.230689,55.65,1
251,175,64,65,53,167,64,78,63,0.701058,5.22015,173,67,64,52,0.843997,3.53553,32.7486,0.15901,0.197228,0,0.5,1,205.83,95.3111,206.129,97.0133,206.07,96.6776,1.72824,55.65,1
252,175,66,65,51,167,64,80,65,0.6375,5.02494,173,67,64,52,0.874965,2.91548,50.2086,0.695858,0.197228,0,0.5,1,207.083,96.3572,206.769,96.6675,206.831,96.6063,0.441735,55.65,1
253,178,64,60,50,166,61,83,67,0.539471,5.52268,174,65,64,52,0.867769,2.82843,58.6337,0.954908,0.197228,0,0.5,1,207.6,95.0926,207.533,96.5923,207.546,96.2965,1.50116,55.65,1
254,179,63,63,51,169,60,81,66,0.60101,4.60977,175,65,64,52,0.81644,4.30116,33.3908,0.178756,0.197228,0,0.5,1,209.445,93.3477,208.249,96.2635,208.485,95.6884,3.15135,55.65,1
255,180,62,60,50,170,60,78,63,0.610501,4.60977,176,63,63,51,0.870259,2.91548,37.2076,0.296113,0.197228,0,0.5,1,208.715,91.2997,209.203,95.6184,209.107,94.7667,4.34623,55.65,1
256,179,64,64,48,170,61,80,65,0.590769,5.59017,177,65,63,51,0.838795,3.53553,42.5379,0.460005,0.197228,0,0.5,1,210.245,93.6626,209.819,94.642,209.903,94.4488,1.06808,55.65,1
257,179,64,65,48,170,60,83,67,0.56105,5.5,177,64,64,52,0.857143,3.20156,43.6016,0.492711,0.197228,0,0.5,1,211.246,93.276,210.62,94.3117,210.744,94.1074,1.20997,55.65,1
258,177,62,69,52,169,60,84,69,0.619048,6.5192,177,64,64,52,0.861141,3.20156,45.3562,0.546661,0.197228,0,0.5,1,211.595,93.841,211.469,93.9572,211.494,93.9343,0.170969,55.65,1
259,179,61,67,52,170,59,84,69,0.601104,6.5192,178,64,64,52,0.828725,3.90512,43.3198,0.497784,0.197228,0,0.5,1,211.862,93.679,212.221,93.7826,212.15,93.7621,0.373007,55.65,1
