frame,gt_x,gt_y,gt_w,gt_h,upd_x,upd_y,upd_w,upd_h,upd_iou,upd_err,pure_x,pure_y,pure_w,pure_h,pure_iou,pure_err,apce,apce_norm,kf_trace,kf_uncert,kf_r,accept,meas_x,meas_y,kf_pred_x,kf_pred_y,kf_corr_x,kf_corr_y,innov,innov_thresh,search_scale
137,182,200,119,106,-59,421,117,116,0,331.119,189,203,106,105,0.85124,2.54951,0,0,105.819,1,5,0,-891.433,1059.51,-891.433,1059.51,-891.433,1059.51,0,55.2,1.1
138,197,200,123,109,-59,421,117,116,0,342.755,206,202,106,105,0.830163,0.5,0,0,108.565,1,5,0,-900.119,1065.5,-900.119,1065.5,-900.119,1065.5,0,55.2,1.1
139,222,205,118,109,-59,421,117,116,0,356.963,229,209,106,105,0.86534,2.23607,0,0,111.358,1,5,0,-908.805,1071.5,-908.805,1071.5,-908.805,1071.5,0,55.2,1.1
140,248,213,119,112,-59,421,117,116,0,372.779,252,221,106,105,0.820604,5.14782,0,0,114.199,1,5,0,-917.491,1077.49,-917.491,1077.49,-917.491,1077.49,0,55.2,1.1
141,277,232,116,113,-59,421,117,116,0,385.811,280,235,106,105,0.8491,2.23607,0,0,117.087,1,5,0,-926.177,1083.48,-926.177,1083.48,-926.177,1083.48,0,55.2,1.1
142,303,241,105,105,-59,421,117,116,0,401.43,295,239,110,109,0.870378,5.5,0,0,120.024,1,5,0,-934.863,1089.47,-934.863,1089.47,-934.863,1089.47,0,55.2,1.1
143,286,231,114,107,-59,421,117,116,0,394.744,283,233,112,111,0.868032,5.65685,0,0,123.009,1,5,0,-943.549,1095.46,-943.549,1095.46,-943.549,1095.46,0,55.2,1.1
144,250,219,120,113,-59,421,117,116,0,371.245,254,225,110,109,0.854136,4.12311,0,0,126.044,1,5,0,-952.235,1101.45,-952.235,1101.45,-952.235,1101.45,0,55.2,1.1
145,206,212,118,111,-59,421,117,116,0,339.444,204,214,115,114,0.886689,4.94975,0,0,129.128,1,5,0,-960.921,1107.45,-960.921,1107.45,-960.921,1107.45,0,55.2,1.1
146,165,212,122,109,-59,421,117,116,0,310.578,172,213,110,109,0.886038,1.41421,0,0,132.262,1,5,0,-969.607,1113.44,-969.607,1113.44,-969.607,1113.44,0,55.2,1.1
147,134,217,118,111,-59,421,117,116,0,282.992,139,221,108,107,0.882272,2,0,0,135.446,1,5,0,-978.292,1119.43,-978.292,1119.43,-978.292,1119.43,0,55.2,1.1
148,100,217,126,113,-59,421,117,116,0,262.607,113,221,108,107,0.811631,4.12311,0,0,138.681,1,5,0,-986.978,1125.42,-986.978,1125.42,-986.978,1125.42,0,55.2,1.1
149,108,210,114,109,-59,421,117,116,0,270.925,118,211,108,107,0.865723,7,0,0,141.967,1,5,0,-995.664,1131.41,-995.664,1131.41,-995.664,1131.41,0,55.2,1.1
150,161,191,125,120,-59,421,117,116,0,319.625,167,196,108,107,0.7704,2.91548,0,0,145.304,1,5,0,-1004.35,1137.4,-1004.35,1137.4,-1004.35,1137.4,0,55.2,1.1
151,216,183,123,118,-59,421,117,116,0,365.312,213,189,110,109,0.785863,9.61769,0,0,148.693,1,5,0,-1013.04,1143.4,-1013.04,1143.4,-1013.04,1143.4,0,55.2,1.1
152,233,183,107,108,-59,421,117,116,0,375.41,230,185,108,107,0.928893,2.91548,0,0,152.135,1,5,0,-1021.72,1149.39,-1021.72,1149.39,-1021.72,1149.39,0,55.2,1.1
153,226,185,116,116,-59,421,117,116,0,369.643,230,186,108,107,0.858799,3.5,0,0,155.629,1,5,0,-1030.41,1155.38,-1030.41,1155.38,-1030.41,1155.38,0,55.2,1.1
154,232,191,121,114,-59,421,117,116,0,373.109,237,195,108,107,0.837756,1.58114,0,0,159.176,1,5,0,-1039.09,1161.37,-1039.09,1161.37,-1039.09,1161.37,0,55.2,1.1
155,239,206,120,113,-59,421,117,116,0,369.557,243,208,108,107,0.852212,2.23607,0,0,162.777,1,5,0,-1047.78,1167.36,-1047.78,1167.36,-1047.78,1167.36,0,55.2,1.1
156,220,211,130,112,-59,421,117,116,0,355.604,231,215,108,107,0.793681,1.5,0,0,166.432,1,5,0,-1056.47,1173.35,-1056.47,1173.35,-1056.47,1173.35,0,55.2,1.1
157,185,215,125,114,-59,421,117,116,0,323.037,195,216,108,107,0.810947,2.91548,0,0,170.14,1,5,0,-1065.15,1179.34,-1065.15,1179.34,-1065.15,1179.34,0,55.2,1.1
158,169,219,115,110,-59,421,117,116,0,305.866,174,218,110,109,0.931034,2.91548,0,0,173.904,1,5,0,-1073.84,1185.34,-1073.84,1185.34,-1073.84,1185.34,0,55.2,1.1
159,164,223,126,110,-59,421,117,116,0,303.574,177,219,112,111,0.837573,6.94622,0,0,177.723,1,5,0,-1082.52,1191.33,-1082.52,1191.33,-1082.52,1191.33,0,55.2,1.1
160,198,218,127,110,-59,421,117,116,0,333.287,215,213,112,111,0.790937,10.5119,0,0,181.597,1,5,0,-1091.21,1197.32,-1091.21,1197.32,-1091.21,1197.32,0,55.2,1.1
161,252,211,130,108,-59,421,117,116,0,382.887,260,209,110,109,0.825386,2.5,0,0,185.527,1,5,0,-1099.9,1203.31,-1099.9,1203.31,-1099.9,1203.31,0,55.2,1.1
162,272,211,125,112,-59,421,117,116,0,396.445,277,210,110,109,0.841956,3.53553,0,0,189.513,1,5,0,-1108.58,1209.3,-1108.58,1209.3,-1108.58,1209.3,0,55.2,1.1
163,266,215,118,104,-59,421,117,116,0,388.451,271,213,108,107,0.891712,0.5,0,0,193.556,1,5,0,-1117.27,1215.29,-1117.27,1215.29,-1117.27,1215.29,0,55.2,1.1
164,256,204,120,108,-59,421,117,116,0,386.022,261,203,108,107,0.876033,1.80278,0,0,197.656,1,5,0,-1125.95,1221.29,-1125.95,1221.29,-1125.95,1221.29,0,55.2,1.1
165,251,193,115,110,-59,421,117,116,0,385.8,254,194,108,107,0.913518,0.707107,0,0,201.814,1,5,0,-1134.64,1227.28,-1134.64,1227.28,-1134.64,1227.28,0,55.2,1.1
166,246,190,116,110,-59,421,117,116,0,384.026,247,188,110,109,0.90678,3.20156,0,0,206.029,1,5,0,-1143.33,1233.27,-1143.33,1233.27,-1143.33,1233.27,0,55.2,1.1
167,252,184,111,108,-59,421,117,116,0,391.082,255,183,108,107,0.946429,2.12132,0,0,210.303,1,5,0,-1152.01,1239.26,-1152.01,1239.26,-1152.01,1239.26,0,55.2,1.1
168,265,187,116,109,-59,421,117,116,0,401.321,269,189,108,107,0.913951,1,0,0,214.635,1,5,0,-1160.7,1245.25,-1160.7,1245.25,-1160.7,1245.25,0,55.2,1.1
169,271,202,120,107,-59,421,117,116,0,399.806,275,197,110,109,0.854369,4.12311,0,0,219.027,1,5,0,-1169.38,1251.24,-1169.38,1251.24,-1169.38,1251.24,0,55.2,1.1
170,262,200,127,113,-59,421,117,116,0,394.693,263,197,112,111,0.823585,7.63217,0,0,223.478,1,5,0,-1178.07,1257.24,-1178.07,1257.24,-1178.07,1257.24,0,55.2,1.1
171,238,203,126,110,-59,421,117,116,0,373.822,235,202,115,114,0.840956,8.55862,0,0,227.988,1,5,0,-1186.75,1263.23,-1186.75,1263.23,-1186.75,1263.23,0,55.2,1.1
172,203,230,120,105,-59,421,117,116,0,328.701,206,221,115,114,0.885589,4.52769,0,0,232.559,1,5,0,-1195.44,1269.22,-1195.44,1269.22,-1195.44,1269.22,0,55.2,1.1
173,181,240,122,113,-59,421,117,116,0,303.5,184,238,115,114,0.91895,1.58114,0,0,237.191,1,5,0,-1204.13,1275.21,-1204.13,1275.21,-1204.13,1275.21,0,55.2,1.1
174,171,243,122,110,-59,421,117,116,0,294.648,176,243,112,111,0.910435,0.5,0,0,241.884,1,5,0,-1212.81,1281.2,-1212.81,1281.2,-1212.81,1281.2,0,55.2,1.1
175,181,239,114,109,-59,421,117,116,0,302.146,180,241,112,111,0.914953,3.60555,0,0,246.638,1,5,0,-1221.5,1287.19,-1221.5,1287.19,-1221.5,1287.19,0,55.2,1.1
176,201,234,120,112,-59,421,117,116,0,322.65,202,235,110,109,0.892113,4.03113,0,0,251.454,1,5,0,-1230.18,1293.18,-1230.18,1293.18,-1230.18,1293.18,0,55.2,1.1
177,210,228,114,112,-59,421,117,116,0,331.031,212,235,106,105,0.871711,4.03113,0,0,256.333,1,5,0,-1238.87,1299.18,-1238.87,1299.18,-1238.87,1299.18,0,55.2,1.1
178,188,226,121,115,-59,421,117,116,0,316.577,193,227,110,109,0.86166,2.06155,0,0,261.274,1,5,0,-1247.56,1305.17,-1247.56,1305.17,-1247.56,1305.17,0,55.2,1.1
179,173,223,115,113,-59,421,117,116,0,305.223,177,226,108,107,0.889265,0.5,0,0,266.278,1,5,0,-1256.24,1311.16,-1256.24,1311.16,-1256.24,1311.16,0,55.2,1.1
180,166,213,122,116,-59,421,117,116,0,308.254,174,218,108,107,0.816563,1.11803,0,0,271.346,1,5,0,-1264.93,1317.15,-1264.93,1317.15,-1264.93,1317.15,0,55.2,1.1
181,190,214,116,109,-59,421,117,116,0,325.672,196,213,108,107,0.897742,2.82843,0,0,276.478,1,5,0,-1273.61,1323.14,-1273.61,1323.14,-1273.61,1323.14,0,55.2,1.1
182,233,204,116,114,-59,421,117,116,0,364,245,208,106,105,0.812863,7.01783,0,0,281.673,1,5,0,-1282.3,1329.13,-1282.3,1329.13,-1282.3,1329.13,0,55.2,1.1
183,279,191,117,115,-59,421,117,116,0,409.114,277,197,108,107,0.829761,6.80074,0,0,286.934,1,5,0,-1290.99,1335.13,-1290.99,1335.13,-1290.99,1335.13,0,55.2,1.1
184,273,191,124,110,-59,421,117,116,0,408.472,275,188,112,111,0.865484,4.71699,0,0,292.26,1,5,0,-1299.67,1341.12,-1299.67,1341.12,-1299.67,1341.12,0,55.2,1.1
185,239,185,129,114,-59,421,117,116,0,385.467,246,186,112,111,0.845369,1.58114,0,0,297.651,1,5,0,-1308.36,1347.11,-1308.36,1347.11,-1308.36,1347.11,0,55.2,1.1
186,205,178,123,112,-59,421,117,116,0,362.373,215,178,110,109,0.870354,3.80789,0,0,303.108,1,5,0,-1317.04,1353.1,-1317.04,1353.1,-1317.04,1353.1,0,55.2,1.1
187,193,176,123,110,-59,421,117,116,0,355.709,198,178,108,107,0.854102,2.54951,0,0,308.631,1,5,0,-1325.73,1359.09,-1325.73,1359.09,-1325.73,1359.09,0,55.2,1.1
188,176,182,120,105,-59,421,117,116,0,340.165,180,178,110,109,0.885736,2.23607,0,0,314.221,1,5,0,-1334.42,1365.08,-1334.42,1365.08,-1334.42,1365.08,0,55.2,1.1
189,159,185,127,109,-59,421,117,116,0,327.245,169,183,110,109,0.836948,2.5,0,0,319.878,1,5,0,-1343.1,1371.08,-1343.1,1371.08,-1343.1,1371.08,0,55.2,1.1
190,166,187,127,106,-59,421,117,116,0,331.694,177,186,108,107,0.843626,1.58114,0,0,325.602,1,5,0,-1351.79,1377.07,-1351.79,1377.07,-1351.79,1377.07,0,55.2,1.1
191,204,183,131,118,-59,421,117,116,0,359.262,209,187,108,107,0.747574,6.67083,0,0,331.395,1,5,0,-1360.47,1383.06,-1360.47,1383.06,-1360.47,1383.06,0,55.2,1.1
192,277,193,121,108,-59,421,117,116,0,409.961,255,190,108,107,0.570408,28.7141,0,0,337.255,1,5,0,-1369.16,1389.05,-1369.16,1389.05,-1369.16,1389.05,0,55.2,1.1
193,289,187,127,112,-59,421,117,116,0,424.623,291,188,110,109,0.842942,6.5192,0,0,343.184,1,5,0,-1377.84,1395.04,-1377.84,1395.04,-1377.84,1395.04,0,55.2,1.1
194,289,190,123,105,-59,421,117,116,0,423.241,293,188,108,107,0.863605,3.64005,0,0,349.183,1,5,0,-1386.53,1401.03,-1386.53,1401.03,-1386.53,1401.03,0,55.2,1.1
195,275,189,120,104,-59,421,117,116,0,411.344,276,190,108,107,0.861524,5.59017,0,0,355.251,1,5,0,-1395.22,1407.02,-1395.22,1407.02,-1395.22,1407.02,0,55.2,1.1
196,252,195,123,105,-59,421,117,116,0,390.113,257,193,108,107,0.863605,2.69258,0,0,361.388,1,5,0,-1403.9,1413.02,-1403.9,1413.02,-1403.9,1413.02,0,55.2,1.1
197,234,199,121,111,-59,421,117,116,0,370.709,234,201,110,109,0.892711,5.59017,0,0,367.596,1,5,0,-1412.59,1419.01,-1412.59,1419.01,-1412.59,1419.01,0,55.2,1.1
198,210,211,122,100,-59,421,117,116,0,348.19,213,211,108,107,0.833591,5.31507,0,0,373.875,1,5,0,-1421.27,1425,-1421.27,1425,-1421.27,1425,0,55.2,1.1
199,175,200,120,110,-59,421,117,116,0,325.017,173,195,108,107,0.775387,10.3078,0,0,380.225,1,5,0,-1429.96,1430.99,-1429.96,1430.99,-1429.96,1430.99,0,55.2,1.1
200,137,185,120,106,-59,421,117,116,0,311.588,149,184,108,107,0.892423,6.0208,0,0,386.646,1,5,0,-1438.65,1436.98,-1438.65,1436.98,-1438.65,1436.98,0,55.2,1.1
201,135,179,119,108,-59,421,117,116,0,313.912,144,182,108,107,0.867769,4.30116,0,0,393.139,1,5,0,-1447.33,1442.97,-1447.33,1442.97,-1447.33,1442.97,0,55.2,1.1
202,160,187,117,103,-59,421,117,116,0,325.271,163,183,108,107,0.891132,2.5,0,0,399.705,1,5,0,-1456.02,1448.97,-1456.02,1448.97,-1456.02,1448.97,0,55.2,1.1
203,190,188,110,106,-59,421,117,116,0,341.927,187,188,108,107,0.9209,4.03113,0,0,406.343,1,5,0,-1464.7,1454.96,-1464.7,1454.96,-1464.7,1454.96,0,55.2,1.1
204,193,195,118,102,-59,421,117,116,0,343.577,195,190,110,109,0.876152,2.5,0,0,413.054,1,5,0,-1473.39,1460.95,-1473.39,1460.95,-1473.39,1460.95,0,55.2,1.1
205,188,184,123,110,-59,421,117,116,0,346.554,190,183,112,111,0.903093,3.53553,0,0,419.839,1,5,0,-1482.08,1466.94,-1482.08,1466.94,-1482.08,1466.94,0,55.2,1.1
206,198,173,110,110,-59,421,117,116,0,356.74,193,172,115,114,0.92296,2.69258,0,0,426.697,1,5,0,-1490.76,1472.93,-1490.76,1472.93,-1490.76,1472.93,0,55.2,1.1
207,208,165,111,110,-59,421,117,116,0,369.834,203,164,115,114,0.91528,3.16228,0,0,433.63,1,5,0,-1499.45,1478.92,-1499.45,1478.92,-1499.45,1478.92,0,55.2,1.1
208,213,169,120,100,-59,421,117,116,0,377.362,213,165,115,114,0.844967,3.90512,0,0,440.637,1,5,0,-1508.13,1484.92,-1508.13,1484.92,-1508.13,1484.92,0,55.2,1.1
209,218,177,114,104,-59,421,117,116,0,372.022,214,175,115,114,0.86008,4.60977,0,0,447.72,1,5,0,-1516.82,1490.91,-1516.82,1490.91,-1516.82,1490.91,0,55.2,1.1
210,208,186,115,113,-59,421,117,116,0,355.933,206,185,115,114,0.957484,2.06155,0,0,454.878,1,5,0,-1525.51,1496.9,-1525.51,1496.9,-1525.51,1496.9,0,55.2,1.1
211,201,199,118,111,-59,421,117,116,0,343.89,201,200,115,114,0.933028,2.91548,0,0,462.112,1,5,0,-1534.19,1502.89,-1534.19,1502.89,-1534.19,1502.89,0,55.2,1.1
212,212,219,117,113,-59,421,117,116,0,338.9,210,222,115,114,0.89418,4.60977,0,0,469.422,1,5,0,-1542.88,1508.88,-1542.88,1508.88,-1542.88,1508.88,0,55.2,1.1
213,222,243,116,107,-59,421,117,116,0,334.644,221,241,115,114,0.915491,2.12132,0,0,476.809,1,5,0,-1551.56,1514.87,-1551.56,1514.87,-1551.56,1514.87,0,55.2,1.1
214,212,249,118,104,-59,421,117,116,0,324.648,207,242,115,114,0.820542,6.80074,0,0,484.273,1,5,0,-1560.25,1520.86,-1560.25,1520.86,-1560.25,1520.86,0,55.2,1.1
215,188,233,121,110,-59,421,117,116,0,313.818,190,232,115,114,0.918664,1.41421,0,0,491.814,1,5,0,-1568.93,1526.86,-1568.93,1526.86,-1568.93,1526.86,0,55.2,1.1
216,179,202,119,114,-59,421,117,116,0,324.84,180,209,115,114,0.856238,7.07107,0,0,499.434,1,5,0,-1577.62,1532.85,-1577.62,1532.85,-1577.62,1532.85,0,55.2,1.1
217,180,166,120,112,-59,421,117,116,0,351.979,179,170,115,114,0.864728,6.10328,0,0,507.131,1,5,0,-1586.31,1538.84,-1586.31,1538.84,-1586.31,1538.84,0,55.2,1.1
218,188,154,117,106,-59,421,117,116,0,367.414,188,151,115,114,0.915028,1.41421,0,0,514.907,1,5,0,-1594.99,1544.83,-1594.99,1544.83,-1594.99,1544.83,0,55.2,1.1
219,197,148,121,113,-59,421,117,116,0,376.715,201,151,115,114,0.895068,3.64005,0,0,522.763,1,5,0,-1603.68,1550.82,-1603.68,1550.82,-1603.68,1550.82,0,55.2,1.1
220,210,161,125,118,-59,421,117,116,0,376.311,216,165,115,114,0.888814,2.23607,0,0,530.697,1,5,0,-1612.36,1556.81,-1612.36,1556.81,-1612.36,1556.81,0,55.2,1.1
221,238,179,116,113,-59,421,117,116,0,383.672,235,178,115,114,0.933196,3.53553,0,0,538.712,1,5,0,-1621.05,1562.81,-1621.05,1562.81,-1621.05,1562.81,0,55.2,1.1
222,240,182,121,108,-59,421,117,116,0,386.846,244,182,110,109,0.901503,1.58114,0,0,546.807,1,5,0,-1629.74,1568.8,-1629.74,1568.8,-1629.74,1568.8,0,55.2,1.1
223,233,178,116,114,-59,421,117,116,0,380.142,235,183,108,107,0.873866,2.5,0,0,554.983,1,5,0,-1638.42,1574.79,-1638.42,1574.79,-1638.42,1574.79,0,55.2,1.1
224,216,181,115,112,-59,421,117,116,0,365.568,211,189,110,109,0.782796,9.92472,0,0,563.239,1,5,0,-1647.11,1580.78,-1647.11,1580.78,-1647.11,1580.78,0,55.2,1.1
225,189,194,114,113,-59,421,117,116,0,336.117,191,196,112,111,0.965068,1.41421,0,0,571.578,1,5,0,-1655.79,1586.77,-1655.79,1586.77,-1655.79,1586.77,0,55.2,1.1
226,183,202,120,109,-59,421,117,116,0,329.846,184,205,112,111,0.870381,5,0,0,579.998,1,5,0,-1664.48,1592.76,-1664.48,1592.76,-1664.48,1592.76,0,55.2,1.1
227,185,208,122,115,-59,421,117,116,0,326.105,191,212,110,109,0.854597,1,0,0,588.5,1,5,0,-1673.17,1598.76,-1673.17,1598.76,-1673.17,1598.76,0,55.2,1.1
228,186,202,116,112,-59,421,117,116,0,329.577,188,203,110,109,0.922876,1.11803,0,0,597.085,1,5,0,-1681.85,1604.75,-1681.85,1604.75,-1681.85,1604.75,0,55.2,1.1
229,183,177,124,112,-59,421,117,116,0,347.543,187,181,110,109,0.848693,3.90512,0,0,605.753,1,5,0,-1690.54,1610.74,-1690.54,1610.74,-1690.54,1610.74,0,55.2,1.1
230,190,157,126,112,-59,421,117,116,0,367.448,198,160,110,109,0.849632,1.5,0,0,614.505,1,5,0,-1699.22,1616.73,-1699.22,1616.73,-1699.22,1616.73,0,55.2,1.1
231,225,158,124,114,-59,421,117,116,0,390.323,226,155,110,109,0.806028,8.13941,0,0,623.34,1,5,0,-1707.91,1622.72,-1707.91,1622.72,-1707.91,1622.72,0,55.2,1.1
232,266,167,127,111,-59,421,117,116,0,417.962,269,162,112,111,0.809988,6.72681,0,0,632.26,1,5,0,-1716.6,1628.71,-1716.6,1628.71,-1716.6,1628.71,0,55.2,1.1
233,284,180,129,114,-59,421,117,116,0,424.694,290,178,112,111,0.817683,4.30116,0,0,641.264,1,5,0,-1725.28,1634.7,-1725.28,1634.7,-1725.28,1634.7,0,55.2,1.1
234,303,202,105,106,-59,421,117,116,0,420.609,299,203,110,109,0.911534,2.91548,0,0,650.354,1,5,0,-1733.97,1640.7,-1733.97,1640.7,-1733.97,1640.7,0,55.2,1.1
235,299,219,108,101,-59,421,117,116,0,410.917,295,213,112,111,0.877413,2.23607,0,0,659.529,1,5,0,-1742.65,1646.69,-1742.65,1646.69,-1742.65,1646.69,0,55.2,1.1
236,300,225,104,104,-59,421,117,116,0,406.276,295,217,110,109,0.853845,5.85235,0,0,668.79,1,5,0,-1751.34,1652.68,-1751.34,1652.68,-1751.34,1652.68,0,55.2,1.1
237,302,219,111,107,-59,421,117,116,0,413.287,301,216,108,107,0.904348,3.90512,0,0,678.137,1,5,0,-1760.03,1658.67,-1760.03,1658.67,-1760.03,1658.67,0,55.2,1.1
238,298,222,103,102,-59,421,117,116,0,406.123,291,217,108,107,0.87602,5.14782,0,0,687.57,1,5,0,-1768.71,1664.66,-1768.71,1664.66,-1768.71,1664.66,0,55.2,1.1
239,262,221,114,107,-59,421,117,116,0,379.342,264,222,110,109,0.930715,2,0,0,697.091,1,5,0,-1777.4,1670.65,-1777.4,1670.65,-1777.4,1670.65,0,55.2,1.1
240,236,221,116,109,-59,421,117,116,0,357.97,241,224,108,107,0.897742,2.23607,0,0,706.7,1,5,0,-1786.08,1676.65,-1786.08,1676.65,-1786.08,1676.65,0,55.2,1.1
241,227,227,122,113,-59,421,117,116,0,348.5,231,230,110,109,0.869723,2.23607,0,0,716.396,1,5,0,-1794.77,1682.64,-1794.77,1682.64,-1794.77,1682.64,0,55.2,1.1
242,220,236,112,108,-59,421,117,116,0,334.923,220,236,110,109,0.973292,1.11803,0,0,726.18,1,5,0,-1803.45,1688.63,-1803.45,1688.63,-1803.45,1688.63,0,55.2,1.1
243,206,221,114,113,-59,421,117,116,0,331.714,208,226,110,109,0.914409,3,0,0,736.054,1,5,0,-1812.14,1694.62,-1812.14,1694.62,-1812.14,1694.62,0,55.2,1.1
244,211,208,112,109,-59,421,117,116,0,344.134,209,211,110,109,0.897882,4.24264,0,0,746.016,1,5,0,-1820.83,1700.61,-1820.83,1700.61,-1820.83,1700.61,0,55.2,1.1
245,216,203,108,107,-59,421,117,116,0,350.252,214,202,110,109,0.963803,1,0,0,756.068,1,5,0,-1829.51,1706.6,-1829.51,1706.6,-1829.51,1706.6,0,55.2,1.1
246,219,198,115,109,-59,421,117,116,0,357.815,222,199,108,107,0.921899,0.5,0,0,766.209,1,5,0,-1838.2,1712.6,-1838.2,1712.6,-1838.2,1712.6,0,55.2,1.1
247,236,202,114,101,-59,421,117,116,0,370.735,237,198,108,107,0.896892,2.23607,0,0,776.441,1,5,0,-1846.88,1718.59,-1846.88,1718.59,-1846.88,1718.59,0,55.2,1.1
248,249,188,118,106,-59,421,117,116,0,389.636,252,190,108,107,0.875312,3.20156,0,0,786.764,1,5,0,-1855.57,1724.58,-1855.57,1724.58,-1855.57,1724.58,0,55.2,1.1
249,259,176,113,104,-59,421,117,116,0,403.555,259,174,108,107,0.930109,2.54951,0,0,797.177,1,5,0,-1864.26,1730.57,-1864.26,1730.57,-1864.26,1730.57,0,55.2,1.1
250,263,164,110,104,-59,421,117,116,0,413.051,261,163,108,107,0.920815,3.04138,0,0,807.682,1,5,0,-1872.94,1736.56,-1872.94,1736.56,-1872.94,1736.56,0,55.2,1.1
251,269,175,114,105,-59,421,117,116,0,412.134,271,174,108,107,0.930576,1,0,0,818.279,1,5,0,-1881.63,1742.55,-1881.63,1742.55,-1881.63,1742.55,0,55.2,1.1
252,276,204,129,119,-59,421,117,116,0,403.387,285,216,108,107,0.752785,6.18466,0,0,828.969,1,5,0,-1890.31,1748.54,-1890.31,1748.54,-1890.31,1748.54,0,55.2,1.1
253,279,244,116,112,-59,421,117,116,0,382.03,279,246,108,107,0.88947,4.03113,0,0,839.751,1,5,0,-1899,1754.54,-1899,1754.54,-1899,1754.54,0,55.2,1.1
254,258,258,124,101,-59,421,117,116,0,363.03,262,251,110,109,0.828857,4.24264,0,0,850.626,1,5,0,-1907.69,1760.53,-1907.69,1760.53,-1907.69,1760.53,0,55.2,1.1
255,241,226,129,118,-59,421,117,116,0,362.315,252,231,110,109,0.787676,1.58114,0,0,861.594,1,5,0,-1916.37,1766.52,-1916.37,1766.52,-1916.37,1766.52,0,55.2,1.1
256,230,178,142,128,-59,421,117,116,0,383.499,249,193,110,109,0.659661,6.26498,0,0,872.657,1,5,0,-1925.06,1772.51,-1925.06,1772.51,-1925.06,1772.51,0,55.2,1.1
257,235,157,125,111,-59,421,117,116,0,399.783,240,161,110,109,0.835048,3.90512,0,0,883.813,1,5,0,-1933.74,1778.5,-1933.74,1778.5,-1933.74,1778.5,0,55.2,1.1
258,242,156,103,101,-59,421,117,116,0,400.864,237,155,108,107,0.900225,3.20156,0,0,895.065,1,5,0,-1942.43,1784.49,-1942.43,1784.49,-1942.43,1784.49,0,55.2,1.1
259,216,159,130,108,-59,421,117,116,0,387.296,222,160,108,107,0.823077,5.02494,0,0,906.411,1,5,0,-1951.12,1790.49,-1951.12,1790.49,-1951.12,1790.49,0,55.2,1.1
260,201,161,123,116,-59,421,117,116,0,369.823,207,167,108,107,0.809924,2.12132,0,0,917.853,1,5,0,-1959.8,1796.48,-1959.8,1796.48,-1959.8,1796.48,0,55.2,1.1
261,207,161,123,112,-59,421,117,116,0,375.506,216,164,108,107,0.83885,1.58114,0,0,929.391,1,5,0,-1968.49,1802.47,-1968.49,1802.47,-1968.49,1802.47,0,55.2,1.1
262,244,155,120,107,-59,421,117,116,0,407.297,245,155,108,107,0.9,5,0,0,941.025,1,5,0,-1977.17,1808.46,-1977.17,1808.46,-1977.17,1808.46,0,55.2,1.1
263,267,136,114,112,-59,421,117,116,0,433.208,267,140,108,107,0.905075,3.3541,0,0,952.756,1,5,0,-1985.86,1814.45,-1985.86,1814.45,-1985.86,1814.45,0,55.2,1.1
264,279,139,113,105,-59,421,117,116,0,442.213,281,139,106,105,0.938053,1.5,0,0,964.583,1,5,0,-1994.54,1820.44,-1994.54,1820.44,-1994.54,1820.44,0,55.2,1.1
265,283,146,109,108,-59,421,117,116,0,438.275,279,153,106,105,0.817619,7.77817,0,0,976.509,1,5,0,-2003.23,1826.44,-2003.23,1826.44,-2003.23,1826.44,0,55.2,1.1
266,253,162,128,118,-59,421,117,116,0,409.109,262,170,106,105,0.736891,2.5,0,0,988.532,1,5,0,-2011.92,1832.43,-2011.92,1832.43,-2011.92,1832.43,0,55.2,1.1
267,246,182,105,103,-59,421,117,116,0,386.874,244,180,108,107,0.935877,0.5,0,0,1000.65,1,5,0,-2020.6,1838.42,-2020.6,1838.42,-2020.6,1838.42,0,55.2,1.1
268,239,183,106,104,-59,421,117,116,0,380.91,238,184,106,105,0.953788,1.80278,0,0,1012.87,1,5,0,-2029.29,1844.41,-2029.29,1844.41,-2029.29,1844.41,0,55.2,1.1
269,239,180,109,103,-59,421,117,116,0,384.307,240,181,106,105,0.936509,2.06155,0,0,1025.19,1,5,0,-2037.97,1850.4,-2037.97,1850.4,-2037.97,1850.4,0,55.2,1.1
270,247,182,111,104,-59,421,117,116,0,389.659,248,183,106,105,0.928717,2.12132,0,0,1037.61,1,5,0,-2046.66,1856.39,-2046.66,1856.39,-2046.66,1856.39,0,55.2,1.1
271,241,193,113,106,-59,421,117,116,0,378.276,240,194,106,105,0.912439,4.52769,0,0,1050.13,1,5,0,-2055.35,1862.38,-2055.35,1862.38,-2055.35,1862.38,0,55.2,1.1
272,206,202,116,108,-59,421,117,116,0,345.961,213,204,106,105,0.88841,2.06155,0,0,1062.75,1,5,0,-2064.03,1868.38,-2064.03,1868.38,-2064.03,1868.38,0,55.2,1.1
273,197,207,117,108,-59,421,117,116,0,336.244,204,207,106,105,0.880817,2.12132,0,0,1075.47,1,5,0,-2072.72,1874.37,-2072.72,1874.37,-2072.72,1874.37,0,55.2,1.1
274,208,195,121,108,-59,421,117,116,0,353.922,213,199,106,105,0.8368,3.53553,0,0,1088.29,1,5,0,-2081.4,1880.36,-2081.4,1880.36,-2081.4,1880.36,0,55.2,1.1
275,233,181,107,104,-59,421,117,116,0,378.001,229,183,106,105,0.877678,5.14782,0,0,1101.21,1,5,0,-2090.09,1886.35,-2090.09,1886.35,-2090.09,1886.35,0,55.2,1.1
